Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR,Day_of_Week
58264,TechCorp,Email,Women 25-34,30 days,Email,1.0,12034.0,6.65,Chicago,French,686,7312,9,Foodies,2021-08-17,9.38183807439825,Tuesday
58268,Alpha Innovations,Email,Men 18-24,15 days,Email,8.0,15752.0,4.91,Miami,German,122,4301,6,Tech Enthusiasts,2021-08-21,2.8365496396186933,Saturday
58302,TechCorp,Email,Women 25-34,60 days,Email,9.0,13470.0,3.02,Miami,German,777,6581,6,Foodies,2021-09-24,11.806716304512992,Friday
58338,Alpha Innovations,Email,Women 25-34,15 days,Email,14.000000000000002,5990.0,7.23,Chicago,English,391,7736,7,Foodies,2021-10-30,5.054291623578076,Saturday
58354,NexGen Systems,Email,Men 18-24,30 days,Email,12.0,17977.0,2.85,Miami,Spanish,453,5376,5,Fashionistas,2021-11-15,8.426339285714286,Monday
58451,DataTech Solutions,Email,All Ages,30 days,Email,9.0,19371.0,2.86,Miami,Mandarin,730,5580,1,Foodies,2021-02-20,13.082437275985665,Saturday
58476,TechCorp,Email,Men 25-34,60 days,Email,9.0,15249.0,5.0,Chicago,Mandarin,563,8387,1,Tech Enthusiasts,2021-03-17,6.712769762728031,Wednesday
58498,Alpha Innovations,Email,All Ages,30 days,Email,13.0,5336.0,4.89,Miami,Spanish,632,3033,4,Foodies,2021-04-08,20.837454665347842,Thursday
58507,Innovate Industries,Email,All Ages,30 days,Email,14.000000000000002,5491.0,6.96,Miami,German,710,8733,1,Fashionistas,2021-04-17,8.130081300813007,Saturday
58567,Innovate Industries,Email,Women 35-44,60 days,Email,12.0,5218.0,2.8,Miami,English,711,2743,5,Tech Enthusiasts,2021-06-16,25.92052497265767,Wednesday
58583,Alpha Innovations,Email,Women 35-44,45 days,Email,14.000000000000002,10376.0,2.43,Los Angeles,Mandarin,311,7869,6,Tech Enthusiasts,2021-07-02,3.952217562587368,Friday
58612,DataTech Solutions,Email,Women 35-44,30 days,Email,2.0,10065.0,5.65,Los Angeles,Spanish,496,7848,5,Health & Wellness,2021-07-31,6.320081549439347,Saturday
58614,DataTech Solutions,Email,Women 25-34,60 days,Email,12.0,8770.0,6.97,Miami,Spanish,372,9312,3,Health & Wellness,2021-08-02,3.994845360824742,Monday
58631,Alpha Innovations,Email,All Ages,60 days,Email,14.000000000000002,17321.0,4.29,Chicago,Mandarin,643,6479,3,Health & Wellness,2021-08-19,9.92437104491434,Thursday
58633,NexGen Systems,Email,Women 35-44,15 days,Email,4.0,19736.0,5.75,Chicago,French,253,9465,9,Foodies,2021-08-21,2.6730058108821977,Saturday
58650,NexGen Systems,Email,All Ages,45 days,Email,6.0,17096.0,4.36,Houston,English,703,2164,3,Foodies,2021-09-07,32.486136783733826,Tuesday
58721,Innovate Industries,Email,All Ages,15 days,Email,10.0,11770.0,2.51,Houston,French,800,7012,9,Health & Wellness,2021-11-17,11.409013120365088,Wednesday
58738,Alpha Innovations,Email,Men 18-24,60 days,Email,11.0,7516.0,3.93,Miami,Mandarin,354,2431,4,Health & Wellness,2021-12-04,14.561908679555739,Saturday
58747,TechCorp,Email,Women 35-44,15 days,Email,1.0,5818.0,7.96,Chicago,German,526,7483,3,Health & Wellness,2021-12-13,7.029266337030602,Monday
58762,NexGen Systems,Email,Women 35-44,15 days,Email,13.0,16210.0,3.38,Houston,Mandarin,776,7126,7,Fashionistas,2021-12-28,10.889699691271401,Tuesday
58768,DataTech Solutions,Email,All Ages,30 days,Email,7.000000000000001,18638.0,4.37,New York,Spanish,221,9542,5,Outdoor Adventurers,2021-01-03,2.316076294277929,Sunday
58770,TechCorp,Email,Men 18-24,15 days,Email,4.0,19179.0,6.45,Chicago,Mandarin,477,9120,8,Fashionistas,2021-01-05,5.230263157894737,Tuesday
58773,Innovate Industries,Email,Women 25-34,15 days,Email,10.0,15497.0,2.92,Houston,English,322,1958,4,Health & Wellness,2021-01-08,16.44535240040858,Friday
58804,DataTech Solutions,Email,Women 25-34,30 days,Email,5.0,17920.0,4.04,Houston,French,201,1338,3,Health & Wellness,2021-02-08,15.022421524663676,Monday
58807,Alpha Innovations,Email,All Ages,15 days,Email,6.0,9817.0,5.86,New York,French,341,6615,2,Foodies,2021-02-11,5.1549508692365835,Thursday
58845,Alpha Innovations,Email,Men 25-34,60 days,Email,14.000000000000002,6506.0,4.27,Los Angeles,English,877,9102,7,Health & Wellness,2021-03-21,9.63524500109866,Sunday
58850,DataTech Solutions,Email,Women 35-44,60 days,Email,5.0,12773.0,2.13,New York,German,787,2862,3,Foodies,2021-03-26,27.498252969951082,Friday
58935,Innovate Industries,Email,All Ages,15 days,Email,13.0,9800.0,7.57,Houston,English,372,2029,8,Tech Enthusiasts,2021-06-19,18.334154756037456,Saturday
58990,TechCorp,Email,Women 25-34,45 days,Email,2.0,6974.0,4.35,Los Angeles,Spanish,703,4180,9,Health & Wellness,2021-08-13,16.818181818181817,Friday
58993,Innovate Industries,Email,Men 18-24,30 days,Email,14.000000000000002,15592.0,6.28,Chicago,Spanish,615,5720,5,Foodies,2021-08-16,10.751748251748252,Monday
59024,TechCorp,Email,Women 35-44,15 days,Email,13.0,15775.0,2.71,New York,Mandarin,130,7085,2,Health & Wellness,2021-09-16,1.834862385321101,Thursday
59040,TechCorp,Email,Men 25-34,15 days,Email,7.000000000000001,8499.0,2.93,Miami,German,203,6363,3,Foodies,2021-10-02,3.1903190319031904,Saturday
59063,DataTech Solutions,Email,Women 35-44,60 days,Email,5.0,10517.0,5.25,Los Angeles,German,218,4960,4,Health & Wellness,2021-10-25,4.395161290322581,Monday
59082,Alpha Innovations,Email,All Ages,30 days,Email,4.0,15670.0,5.81,New York,Spanish,143,1106,4,Tech Enthusiasts,2021-11-13,12.929475587703434,Saturday
59122,TechCorp,Email,Women 35-44,30 days,Email,4.0,14316.0,3.14,Houston,Spanish,642,1278,8,Health & Wellness,2021-12-23,50.23474178403756,Thursday
59149,NexGen Systems,Email,Women 25-34,60 days,Email,12.0,16547.0,3.55,Chicago,French,358,2656,5,Outdoor Adventurers,2021-01-19,13.478915662650603,Tuesday
59230,Alpha Innovations,Email,Men 18-24,15 days,Email,4.0,10981.0,3.31,Los Angeles,French,844,2457,1,Foodies,2021-04-10,34.350834350834354,Saturday
59248,TechCorp,Email,Women 25-34,45 days,Email,6.0,19898.0,2.56,New York,English,279,9924,4,Fashionistas,2021-04-28,2.81136638452237,Wednesday
59269,TechCorp,Email,Women 35-44,45 days,Email,8.0,7638.0,5.85,Houston,French,608,1928,2,Outdoor Adventurers,2021-05-19,31.535269709543567,Wednesday
59326,TechCorp,Email,Women 25-34,30 days,Email,6.0,12354.0,7.35,Miami,French,131,7684,8,Foodies,2021-07-15,1.7048412285268089,Thursday
59347,Alpha Innovations,Email,Men 18-24,30 days,Email,2.0,11528.0,3.98,New York,Spanish,831,7897,1,Foodies,2021-08-05,10.522983411422059,Thursday
59367,DataTech Solutions,Email,Men 18-24,15 days,Email,2.0,5212.0,4.19,New York,English,350,1778,3,Fashionistas,2021-08-25,19.68503937007874,Wednesday
59425,Alpha Innovations,Email,All Ages,60 days,Email,4.0,18349.0,2.55,Chicago,Mandarin,885,4861,4,Outdoor Adventurers,2021-10-22,18.206130425838303,Friday
59451,Innovate Industries,Email,Women 25-34,30 days,Email,4.0,11925.0,4.33,Houston,Spanish,950,1623,7,Fashionistas,2021-11-17,58.5335797905114,Wednesday
59459,TechCorp,Email,All Ages,60 days,Email,15.0,11778.0,4.21,New York,English,648,6211,9,Tech Enthusiasts,2021-11-25,10.43310255997424,Thursday
59462,DataTech Solutions,Email,Men 25-34,45 days,Email,14.000000000000002,7063.0,7.78,Miami,French,730,6446,2,Foodies,2021-11-28,11.32485262178095,Sunday
59495,Alpha Innovations,Email,Women 35-44,30 days,Email,10.0,5361.0,3.46,Chicago,Spanish,859,4530,8,Fashionistas,2021-12-31,18.962472406181018,Friday
59507,DataTech Solutions,Email,All Ages,45 days,Email,7.000000000000001,9602.0,6.5,Chicago,French,510,4596,9,Tech Enthusiasts,2021-01-12,11.096605744125327,Tuesday
59508,Innovate Industries,Email,Men 25-34,60 days,Email,11.0,5739.0,4.27,Miami,English,510,6162,5,Tech Enthusiasts,2021-01-13,8.27653359298929,Wednesday
59519,Alpha Innovations,Email,Men 18-24,15 days,Email,2.0,7689.0,3.8,Miami,German,139,4735,10,Outdoor Adventurers,2021-01-24,2.9355860612460405,Sunday
59535,DataTech Solutions,Email,Men 18-24,60 days,Email,14.000000000000002,7660.0,7.85,New York,English,372,2173,3,Health & Wellness,2021-02-09,17.119190059825126,Tuesday
59601,Innovate Industries,Email,Men 25-34,60 days,Email,12.0,14514.0,7.97,Chicago,English,389,1636,8,Foodies,2021-04-16,23.77750611246944,Friday
59626,NexGen Systems,Email,Men 25-34,60 days,Email,3.0,5333.0,4.21,Houston,Spanish,176,4640,8,Outdoor Adventurers,2021-05-11,3.793103448275862,Tuesday
59651,NexGen Systems,Email,Men 18-24,60 days,Email,6.0,9020.0,4.06,New York,French,232,3384,9,Health & Wellness,2021-06-05,6.8557919621749415,Saturday
59657,Innovate Industries,Email,All Ages,45 days,Email,10.0,15814.0,6.76,Chicago,Mandarin,575,2380,1,Tech Enthusiasts,2021-06-11,24.159663865546218,Friday
59679,Innovate Industries,Email,Women 35-44,15 days,Email,8.0,10243.0,5.44,New York,Spanish,763,1080,10,Fashionistas,2021-07-03,70.64814814814815,Saturday
59681,NexGen Systems,Email,All Ages,30 days,Email,14.000000000000002,8977.0,2.2,Los Angeles,French,254,2610,1,Fashionistas,2021-07-05,9.731800766283524,Monday
59721,NexGen Systems,Email,Men 18-24,60 days,Email,15.0,7747.0,6.63,Miami,French,798,7166,9,Foodies,2021-08-14,11.135919620429807,Saturday
59730,Alpha Innovations,Email,Men 25-34,45 days,Email,10.0,16989.0,4.95,Chicago,German,875,3159,2,Outdoor Adventurers,2021-08-23,27.69863880974992,Monday
59813,TechCorp,Email,Women 35-44,45 days,Email,1.0,14182.0,7.02,New York,Mandarin,918,5500,4,Fashionistas,2021-11-14,16.690909090909088,Sunday
59828,Innovate Industries,Email,Women 35-44,45 days,Email,8.0,13789.0,3.41,Los Angeles,English,541,3310,8,Outdoor Adventurers,2021-11-29,16.34441087613293,Monday
59845,Alpha Innovations,Email,All Ages,15 days,Email,10.0,11840.0,3.28,Chicago,English,296,1981,7,Health & Wellness,2021-12-16,14.941948510853104,Thursday
59857,DataTech Solutions,Email,Men 25-34,60 days,Email,11.0,19662.0,2.28,Houston,English,296,8244,5,Health & Wellness,2021-12-28,3.5904900533721493,Tuesday
59863,DataTech Solutions,Email,Women 35-44,15 days,Email,3.0,16489.0,7.1,New York,English,198,9822,5,Tech Enthusiasts,2021-01-03,2.0158827122785583,Sunday
59883,TechCorp,Email,Women 35-44,30 days,Email,6.0,8073.0,7.65,Los Angeles,Mandarin,790,8218,9,Fashionistas,2021-01-23,9.613044536383548,Saturday
59918,Innovate Industries,Email,All Ages,30 days,Email,8.0,18195.0,6.95,Chicago,Spanish,375,3853,10,Tech Enthusiasts,2021-02-27,9.732675837010122,Saturday
59941,DataTech Solutions,Email,Women 25-34,30 days,Email,5.0,10637.0,7.92,Chicago,Mandarin,743,3666,1,Tech Enthusiasts,2021-03-22,20.26732133115112,Monday
59962,DataTech Solutions,Email,Women 25-34,15 days,Email,10.0,5120.0,4.26,Los Angeles,Spanish,645,6484,7,Health & Wellness,2021-04-12,9.947563232572486,Monday
59999,NexGen Systems,Email,Women 35-44,60 days,Email,10.0,11486.0,3.36,Chicago,French,843,4289,7,Health & Wellness,2021-05-19,19.65493121939846,Wednesday
60072,TechCorp,Email,Men 25-34,60 days,Email,5.0,9360.0,3.24,New York,Spanish,782,7588,9,Foodies,2021-07-31,10.305745914602003,Saturday
60080,Innovate Industries,Email,Men 25-34,60 days,Email,6.0,12705.0,3.7,New York,English,852,2650,6,Tech Enthusiasts,2021-08-08,32.15094339622642,Sunday
60096,Alpha Innovations,Email,Men 18-24,15 days,Email,7.000000000000001,8083.0,5.57,New York,Mandarin,622,8000,9,Fashionistas,2021-08-24,7.775,Tuesday
60105,DataTech Solutions,Email,All Ages,15 days,Email,10.0,16679.0,7.39,Los Angeles,German,572,3306,2,Health & Wellness,2021-09-02,17.301875378100423,Thursday
60121,Alpha Innovations,Email,All Ages,15 days,Email,13.0,14050.0,3.32,Los Angeles,French,312,5155,6,Foodies,2021-09-18,6.052376333656644,Saturday
60185,NexGen Systems,Email,Men 25-34,60 days,Email,13.0,18111.0,7.87,Los Angeles,French,745,6378,10,Fashionistas,2021-11-21,11.680777673251804,Sunday
60204,NexGen Systems,Email,All Ages,15 days,Email,7.000000000000001,7378.0,5.29,Miami,Mandarin,112,3808,8,Health & Wellness,2021-12-10,2.941176470588235,Friday
60218,Alpha Innovations,Email,Men 25-34,60 days,Email,4.0,14379.0,7.96,Miami,Spanish,608,3396,8,Foodies,2021-12-24,17.90341578327444,Friday
60265,DataTech Solutions,Email,Women 25-34,45 days,Email,9.0,19219.0,7.59,New York,Mandarin,276,5723,1,Foodies,2021-02-09,4.822645465664861,Tuesday
60276,NexGen Systems,Email,Women 25-34,30 days,Email,11.0,17115.0,5.81,Los Angeles,French,331,8395,10,Outdoor Adventurers,2021-02-20,3.9428231089934487,Saturday
60291,TechCorp,Email,Men 25-34,15 days,Email,10.0,8637.0,2.15,Miami,German,958,4187,7,Foodies,2021-03-07,22.880343921662288,Sunday
60301,DataTech Solutions,Email,Men 25-34,60 days,Email,2.0,18753.0,6.98,Chicago,Mandarin,830,6355,3,Outdoor Adventurers,2021-03-17,13.060582218725415,Wednesday
60303,Alpha Innovations,Email,Women 35-44,45 days,Email,10.0,9373.0,4.27,Miami,French,769,6976,4,Health & Wellness,2021-03-19,11.023509174311927,Friday
60349,Alpha Innovations,Email,All Ages,30 days,Email,4.0,10142.0,3.37,New York,English,256,3483,2,Tech Enthusiasts,2021-05-04,7.349985644559289,Tuesday
60389,TechCorp,Email,Women 35-44,45 days,Email,5.0,18756.0,4.63,Miami,English,172,1528,7,Fashionistas,2021-06-13,11.2565445026178,Sunday
60427,DataTech Solutions,Email,Women 35-44,45 days,Email,8.0,11162.0,5.76,New York,French,181,3685,7,Foodies,2021-07-21,4.911804613297151,Wednesday
60428,TechCorp,Email,Men 18-24,45 days,Email,10.0,11931.0,3.96,Chicago,German,270,8618,1,Foodies,2021-07-22,3.1329774889765605,Thursday
60468,Innovate Industries,Email,Women 25-34,45 days,Email,9.0,7278.0,3.1,Los Angeles,Mandarin,683,5420,10,Outdoor Adventurers,2021-08-31,12.601476014760147,Tuesday
60473,NexGen Systems,Email,Men 25-34,30 days,Email,8.0,11901.0,5.36,Chicago,German,965,3910,8,Health & Wellness,2021-09-05,24.680306905370845,Sunday
60487,DataTech Solutions,Email,Women 35-44,15 days,Email,14.000000000000002,19343.0,2.52,Houston,Mandarin,434,5017,8,Foodies,2021-09-19,8.65058800079729,Sunday
60508,DataTech Solutions,Email,Women 35-44,15 days,Email,8.0,16498.0,5.56,New York,Spanish,990,5302,5,Tech Enthusiasts,2021-10-10,18.672199170124482,Sunday
60563,NexGen Systems,Email,All Ages,45 days,Email,15.0,9072.0,6.69,Los Angeles,Spanish,496,5645,3,Fashionistas,2021-12-04,8.78653675819309,Saturday
60593,NexGen Systems,Email,Men 25-34,60 days,Email,5.0,16212.0,5.73,New York,Mandarin,234,9868,4,Health & Wellness,2021-01-03,2.3713011755168223,Sunday
60636,Innovate Industries,Email,Women 35-44,45 days,Email,1.0,13750.0,5.49,Chicago,Mandarin,717,6918,9,Outdoor Adventurers,2021-02-15,10.364267129228102,Monday
60652,Innovate Industries,Email,All Ages,60 days,Email,7.000000000000001,17721.0,5.09,Chicago,English,108,6762,10,Foodies,2021-03-03,1.5971606033717833,Wednesday
60673,NexGen Systems,Email,All Ages,45 days,Email,11.0,15395.0,5.53,Miami,French,766,2843,2,Tech Enthusiasts,2021-03-24,26.94336967991558,Wednesday
60715,DataTech Solutions,Email,Women 35-44,15 days,Email,11.0,14472.0,3.12,New York,French,644,3923,5,Tech Enthusiasts,2021-05-05,16.416008157022688,Wednesday
60755,Alpha Innovations,Email,Men 18-24,60 days,Email,7.000000000000001,5801.0,3.08,Houston,French,623,6613,8,Foodies,2021-06-14,9.420837743837895,Monday
60812,NexGen Systems,Email,All Ages,45 days,Email,11.0,13765.0,3.68,Miami,German,992,5147,7,Outdoor Adventurers,2021-08-10,19.273363124149988,Tuesday
60845,TechCorp,Email,Men 25-34,45 days,Email,7.000000000000001,9904.0,4.74,Miami,French,915,4380,7,Foodies,2021-09-12,20.89041095890411,Sunday
60893,NexGen Systems,Email,All Ages,15 days,Email,3.0,13460.0,7.21,Houston,Spanish,812,3598,8,Fashionistas,2021-10-30,22.56809338521401,Saturday
60910,Alpha Innovations,Email,Men 18-24,60 days,Email,13.0,18209.0,3.74,Miami,English,965,1471,10,Foodies,2021-11-16,65.60163154316791,Tuesday
60935,NexGen Systems,Email,Women 35-44,60 days,Email,15.0,6978.0,2.34,New York,Spanish,597,2821,9,Tech Enthusiasts,2021-12-11,21.16270825948245,Saturday
60984,TechCorp,Email,Men 18-24,30 days,Email,3.0,8442.0,7.29,Los Angeles,English,602,2714,10,Outdoor Adventurers,2021-01-29,22.181282240235813,Friday
60996,DataTech Solutions,Email,Men 25-34,60 days,Email,5.0,12290.0,6.12,New York,French,308,4673,9,Fashionistas,2021-02-10,6.591054996790071,Wednesday
61003,DataTech Solutions,Email,Women 25-34,15 days,Email,13.0,15979.0,6.26,Miami,English,166,9067,3,Tech Enthusiasts,2021-02-17,1.8308150435645747,Wednesday
61096,TechCorp,Email,Women 35-44,45 days,Email,5.0,15464.0,5.2,Miami,Spanish,876,6489,7,Health & Wellness,2021-05-21,13.499768839574664,Friday
61151,DataTech Solutions,Email,Men 18-24,60 days,Email,11.0,16873.0,3.83,Los Angeles,Mandarin,590,5204,9,Foodies,2021-07-15,11.337432744043044,Thursday
61155,Innovate Industries,Email,Women 25-34,30 days,Email,4.0,8434.0,3.83,New York,English,402,6761,6,Outdoor Adventurers,2021-07-19,5.9458659961544145,Monday
61189,NexGen Systems,Email,All Ages,60 days,Email,14.000000000000002,5532.0,3.56,Los Angeles,Mandarin,824,3846,5,Foodies,2021-08-22,21.42485699427977,Sunday
61201,NexGen Systems,Email,Women 25-34,15 days,Email,7.000000000000001,19385.0,5.82,Houston,German,755,8777,7,Outdoor Adventurers,2021-09-03,8.602028027799932,Friday
61222,DataTech Solutions,Email,Women 35-44,60 days,Email,14.000000000000002,11701.0,6.71,Los Angeles,Mandarin,683,4170,6,Tech Enthusiasts,2021-09-24,16.378896882494004,Friday
61228,NexGen Systems,Email,Women 35-44,45 days,Email,13.0,16015.0,6.45,Chicago,Mandarin,361,5529,7,Outdoor Adventurers,2021-09-30,6.529209621993128,Thursday
61311,Innovate Industries,Email,Women 35-44,15 days,Email,10.0,13589.0,6.84,Chicago,Mandarin,996,7679,8,Outdoor Adventurers,2021-12-22,12.970438859226462,Wednesday
61342,NexGen Systems,Email,All Ages,30 days,Email,10.0,9081.0,5.13,Houston,Mandarin,834,3136,10,Health & Wellness,2021-01-22,26.59438775510204,Friday
61352,NexGen Systems,Email,Women 25-34,15 days,Email,14.000000000000002,18248.0,5.16,Miami,Mandarin,224,9664,5,Health & Wellness,2021-02-01,2.3178807947019866,Monday
61400,Alpha Innovations,Email,Men 18-24,30 days,Email,6.0,10608.0,2.63,Chicago,English,549,4552,10,Outdoor Adventurers,2021-03-21,12.060632688927944,Sunday
61456,TechCorp,Email,Women 35-44,15 days,Email,11.0,7612.0,5.34,Los Angeles,French,736,6475,3,Tech Enthusiasts,2021-05-16,11.366795366795367,Sunday
61489,TechCorp,Email,Women 25-34,60 days,Email,7.000000000000001,19151.0,4.92,Chicago,German,642,3126,1,Foodies,2021-06-18,20.537428023032632,Friday
61525,Alpha Innovations,Email,Women 35-44,60 days,Email,5.0,18902.0,6.38,Houston,English,551,3565,2,Tech Enthusiasts,2021-07-24,15.455820476858346,Saturday
61552,Innovate Industries,Email,Women 35-44,15 days,Email,14.000000000000002,12232.0,7.1,Houston,English,507,3959,6,Fashionistas,2021-08-20,12.806264208133367,Friday
61576,NexGen Systems,Email,All Ages,60 days,Email,15.0,11784.0,5.23,Miami,French,860,3377,10,Outdoor Adventurers,2021-09-13,25.466390287237196,Monday
61580,Alpha Innovations,Email,Men 18-24,60 days,Email,11.0,12244.0,6.01,Chicago,Spanish,578,6674,9,Outdoor Adventurers,2021-09-17,8.66047347917291,Friday
61593,DataTech Solutions,Email,Women 35-44,60 days,Email,8.0,16607.0,2.47,New York,Mandarin,753,9749,5,Foodies,2021-09-30,7.723869114781003,Thursday
61602,NexGen Systems,Email,Men 25-34,60 days,Email,8.0,8526.0,7.7,Los Angeles,German,889,6279,9,Fashionistas,2021-10-09,14.15830546265329,Saturday
61655,DataTech Solutions,Email,Women 25-34,15 days,Email,3.0,14012.0,4.41,Los Angeles,French,932,1514,4,Health & Wellness,2021-12-01,61.55878467635403,Wednesday
61683,Alpha Innovations,Email,Women 25-34,30 days,Email,1.0,16788.0,5.22,Los Angeles,French,482,5435,1,Tech Enthusiasts,2021-12-29,8.868445262189512,Wednesday
61722,Alpha Innovations,Email,Men 25-34,15 days,Email,3.0,9934.0,2.41,Los Angeles,Mandarin,243,7781,1,Health & Wellness,2021-02-06,3.1229919033543245,Saturday
61765,NexGen Systems,Email,Women 35-44,15 days,Email,2.0,19033.0,6.78,Chicago,French,776,7714,10,Foodies,2021-03-21,10.05963183821623,Sunday
61794,DataTech Solutions,Email,Women 35-44,15 days,Email,4.0,17482.0,6.28,Houston,Spanish,795,9626,9,Outdoor Adventurers,2021-04-19,8.258882194057762,Monday
61828,Alpha Innovations,Email,Men 25-34,60 days,Email,9.0,6273.0,2.06,New York,Spanish,410,4135,7,Tech Enthusiasts,2021-05-23,9.915356711003627,Sunday
61842,NexGen Systems,Email,Men 18-24,60 days,Email,9.0,19320.0,6.97,New York,German,727,3034,5,Health & Wellness,2021-06-06,23.961766644693476,Sunday
61847,Alpha Innovations,Email,Men 18-24,15 days,Email,8.0,12519.0,6.67,Chicago,English,934,1210,4,Fashionistas,2021-06-11,77.1900826446281,Friday
61853,Alpha Innovations,Email,All Ages,30 days,Email,2.0,5073.0,7.27,Houston,German,799,9452,5,Foodies,2021-06-17,8.453237410071942,Thursday
61868,Alpha Innovations,Email,Women 35-44,30 days,Email,8.0,12365.0,2.83,Chicago,Mandarin,673,9749,1,Outdoor Adventurers,2021-07-02,6.90327213047492,Friday
61885,NexGen Systems,Email,All Ages,60 days,Email,4.0,15288.0,6.05,Houston,French,996,8506,3,Outdoor Adventurers,2021-07-19,11.709381612979074,Monday
61899,DataTech Solutions,Email,Men 18-24,30 days,Email,10.0,19482.0,4.93,Houston,Mandarin,601,5887,1,Health & Wellness,2021-08-02,10.208934941396297,Monday
61997,Innovate Industries,Email,Men 25-34,30 days,Email,5.0,7634.0,5.75,Miami,German,856,3099,3,Fashionistas,2021-11-08,27.621813488222006,Monday
62014,DataTech Solutions,Email,Men 25-34,15 days,Email,2.0,8168.0,3.02,Houston,French,327,3863,2,Outdoor Adventurers,2021-11-25,8.464923634480973,Thursday
62029,Alpha Innovations,Email,All Ages,15 days,Email,5.0,17837.0,2.26,Chicago,French,986,2449,2,Health & Wellness,2021-12-10,40.26133115557371,Friday
62058,DataTech Solutions,Email,All Ages,60 days,Email,11.0,12278.0,4.26,Los Angeles,English,969,7904,3,Health & Wellness,2021-01-08,12.259615384615383,Friday
62061,NexGen Systems,Email,All Ages,15 days,Email,6.0,9354.0,5.63,Houston,Spanish,875,3170,10,Outdoor Adventurers,2021-01-11,27.602523659305994,Monday
62083,NexGen Systems,Email,Men 25-34,45 days,Email,10.0,19914.0,2.97,Chicago,German,655,7374,9,Tech Enthusiasts,2021-02-02,8.882560347165718,Tuesday
62113,DataTech Solutions,Email,Women 25-34,15 days,Email,9.0,8587.0,2.22,Miami,German,306,8286,8,Tech Enthusiasts,2021-03-04,3.692976104272266,Thursday
62197,TechCorp,Email,Women 25-34,45 days,Email,2.0,10088.0,5.07,Miami,English,999,3346,7,Fashionistas,2021-05-27,29.85654512851166,Thursday
62242,Alpha Innovations,Email,Men 25-34,45 days,Email,5.0,10022.0,5.63,Chicago,French,880,5670,4,Outdoor Adventurers,2021-07-11,15.520282186948853,Sunday
62287,DataTech Solutions,Email,Women 25-34,15 days,Email,5.0,19559.0,2.84,Chicago,German,270,6746,6,Outdoor Adventurers,2021-08-25,4.00237177586718,Wednesday
62344,DataTech Solutions,Email,Men 25-34,45 days,Email,3.0,5857.0,4.11,Miami,German,215,5734,2,Tech Enthusiasts,2021-10-21,3.74956400418556,Thursday
62444,DataTech Solutions,Email,All Ages,15 days,Email,11.0,6868.0,6.37,Los Angeles,German,318,2975,10,Health & Wellness,2021-01-29,10.689075630252102,Friday
62480,DataTech Solutions,Email,Men 25-34,15 days,Email,7.000000000000001,16598.0,2.67,Miami,Mandarin,507,9259,3,Outdoor Adventurers,2021-03-06,5.4757533210929905,Saturday
62543,Innovate Industries,Email,Women 35-44,45 days,Email,9.0,11795.0,2.5,Houston,Mandarin,187,9181,7,Outdoor Adventurers,2021-05-08,2.036815161747086,Saturday
62614,Alpha Innovations,Email,Women 35-44,45 days,Email,12.0,6559.0,7.11,New York,German,732,3959,1,Tech Enthusiasts,2021-07-18,18.489517554938114,Sunday
62621,Alpha Innovations,Email,Men 18-24,15 days,Email,10.0,15009.0,4.94,Chicago,English,526,7209,10,Foodies,2021-07-25,7.296435011790817,Sunday
62632,Innovate Industries,Email,Women 35-44,15 days,Email,12.0,19181.0,2.62,Chicago,Mandarin,326,4775,6,Outdoor Adventurers,2021-08-05,6.827225130890052,Thursday
62666,NexGen Systems,Email,Women 25-34,30 days,Email,12.0,11733.0,5.02,Los Angeles,Spanish,886,2382,8,Tech Enthusiasts,2021-09-08,37.19563392107473,Wednesday
62680,Innovate Industries,Email,Men 25-34,45 days,Email,15.0,8170.0,4.0,New York,German,756,5526,5,Foodies,2021-09-22,13.680781758957655,Wednesday
62711,Innovate Industries,Email,Women 25-34,45 days,Email,3.0,6753.0,5.93,Chicago,English,289,9244,5,Foodies,2021-10-23,3.1263522284725225,Saturday
62771,Alpha Innovations,Email,Men 18-24,45 days,Email,15.0,18082.0,7.15,Chicago,Spanish,514,2757,3,Outdoor Adventurers,2021-12-22,18.643453028654335,Wednesday
62798,Alpha Innovations,Email,Women 35-44,60 days,Email,6.0,15770.0,6.87,Chicago,English,864,2489,1,Foodies,2021-01-18,34.71273603856971,Monday
62800,TechCorp,Email,Men 18-24,45 days,Email,11.0,19363.0,7.31,New York,English,335,4308,7,Health & Wellness,2021-01-20,7.77623026926648,Wednesday
62841,Innovate Industries,Email,Men 25-34,45 days,Email,9.0,16865.0,6.13,New York,French,468,6507,4,Tech Enthusiasts,2021-03-02,7.192254495159059,Tuesday
62861,NexGen Systems,Email,Men 18-24,60 days,Email,15.0,17845.0,2.58,Los Angeles,Mandarin,199,3222,5,Outdoor Adventurers,2021-03-22,6.1762880198634384,Monday
62965,Alpha Innovations,Email,Women 35-44,30 days,Email,4.0,7834.0,3.69,Los Angeles,English,586,4846,6,Tech Enthusiasts,2021-07-04,12.092447379281882,Sunday
62976,Innovate Industries,Email,All Ages,45 days,Email,2.0,17131.0,5.99,Los Angeles,English,748,3336,1,Fashionistas,2021-07-15,22.422062350119905,Thursday
